id,uid,password,first_name,last_name,username,email,avatar,gender,phone_number,social_insurance_number,date_of_birth,employment,address,credit_card,subscription
7509,cd90a032-e73e-465a-b7f5-8950ab02dc28,niFfQ2Ij3g,Franklin,McGlynn,franklin.mcglynn,franklin.mcglynn@email.com,https://robohash.org/omnisetaccusantium.png?size=300x300&set=set1,Genderqueer,+235 542.309.1254 x5143,152429445,1973-02-22,"{'title': 'Healthcare Designer', 'key_skill': 'Self-motivated'}","{'city': 'Renitaton', 'street_name': 'Veum Station', 'street_address': '65169 Balistreri Park', 'zip_code': '60332-4019', 'state': 'Missouri', 'country': 'United States', 'coordinates': {'lat': 63.96433051041129, 'lng': 115.79196230415567}}",{'cc_number': '4881-3557-8457-5452'},"{'plan': 'Student', 'status': 'Blocked', 'payment_method': 'Visa checkout', 'term': 'Full subscription'}"
2771,104914ab-9e89-47d7-8f2d-80a87a71873d,O84TPXBxEI,Hyun,Dooley,hyun.dooley,hyun.dooley@email.com,https://robohash.org/iureperferendisillum.png?size=300x300&set=set1,Bigender,+228 (281) 245-6731,448141218,1978-07-14,"{'title': 'Government Agent', 'key_skill': 'Problem solving'}","{'city': 'Port Lesa', 'street_name': 'Frances Ways', 'street_address': '92751 Raynor Overpass', 'zip_code': '21863-7507', 'state': 'Maryland', 'country': 'United States', 'coordinates': {'lat': -20.538226410448246, 'lng': -8.000236045618664}}",{'cc_number': '4113551777706'},"{'plan': 'Student', 'status': 'Pending', 'payment_method': 'Money transfer', 'term': 'Monthly'}"
761,2862166c-e74d-4311-bb88-241dfa341b77,MOu8C9AUEd,Jeanne,Kerluke,jeanne.kerluke,jeanne.kerluke@email.com,https://robohash.org/eiusdoloreeum.png?size=300x300&set=set1,Genderfluid,+685 935-877-2143 x2839,616136446,1978-12-04,"{'title': 'National Planner', 'key_skill': 'Technical savvy'}","{'city': 'New Tasha', 'street_name': 'Hong Keys', 'street_address': '5156 Morris Forest', 'zip_code': '33572-2674', 'state': 'Kansas', 'country': 'United States', 'coordinates': {'lat': 40.09622067402401, 'lng': -52.34582571091748}}",{'cc_number': '4879053799246'},"{'plan': 'Diamond', 'status': 'Pending', 'payment_method': 'Visa checkout', 'term': 'Monthly'}"
3825,c0f1b7df-9ac2-4fe7-9776-a68085901810,ag8PFUqTYu,Cecil,O'Connell,cecil.o'connell,cecil.o'connell@email.com,https://robohash.org/aspernaturquianostrum.png?size=300x300&set=set1,Male,+995 (527) 973-8940 x7227,725495105,1968-08-06,"{'title': 'Education Specialist', 'key_skill': 'Teamwork'}","{'city': 'Freddieton', 'street_name': 'Lebsack Rapids', 'street_address': '2712 Homenick Squares', 'zip_code': '24041', 'state': 'Connecticut', 'country': 'United States', 'coordinates': {'lat': -53.19769896939085, 'lng': -160.182966839607}}",{'cc_number': '4953-3343-0721-1013'},"{'plan': 'Premium', 'status': 'Blocked', 'payment_method': 'WeChat Pay', 'term': 'Annual'}"
9351,91639ce0-d752-42c1-bf27-f48f44db83d3,Mh1kLDYJbN,Ricky,Koelpin,ricky.koelpin,ricky.koelpin@email.com,https://robohash.org/eautsuscipit.png?size=300x300&set=set1,Agender,+685 873-227-0276 x2034,589284652,1970-10-29,"{'title': 'Advertising Director', 'key_skill': 'Fast learner'}","{'city': 'Kundemouth', 'street_name': 'Bobbie Divide', 'street_address': '850 Zieme Village', 'zip_code': '50092', 'state': 'Arkansas', 'country': 'United States', 'coordinates': {'lat': -13.994820205347906, 'lng': 167.81406341177416}}",{'cc_number': '4631-6151-6364-0752'},"{'plan': 'Free Trial', 'status': 'Idle', 'payment_method': 'Bitcoins', 'term': 'Payment in advance'}"
5579,fed1476f-679b-4847-be0d-2375e21b5d45,JCl2xAWSUs,Ronald,Kutch,ronald.kutch,ronald.kutch@email.com,https://robohash.org/eligenditotamquaerat.png?size=300x300&set=set1,Polygender,+64 (930) 948-4354,766058218,1971-12-25,"{'title': 'Principal Consulting Engineer', 'key_skill': 'Technical savvy'}","{'city': 'Lake Tracey', 'street_name': 'Danika Lodge', 'street_address': '464 Jacobi Divide', 'zip_code': '23819', 'state': 'Ohio', 'country': 'United States', 'coordinates': {'lat': 49.521408361465575, 'lng': -152.245425353162}}",{'cc_number': '5237-4463-3266-3433'},"{'plan': 'Premium', 'status': 'Pending', 'payment_method': 'Cash', 'term': 'Monthly'}"
9069,d79e3a55-099d-4c12-a54b-1362f571ae99,oEkYvMuzXn,Derick,Olson,derick.olson,derick.olson@email.com,https://robohash.org/consequaturautquisquam.png?size=300x300&set=set1,Agender,+261 450-160-7730 x21735,932406879,1998-03-17,"{'title': 'Technology Strategist', 'key_skill': 'Leadership'}","{'city': 'Lake Terence', 'street_name': 'Stephanie Street', 'street_address': '93471 Bradford Union', 'zip_code': '43322', 'state': 'Tennessee', 'country': 'United States', 'coordinates': {'lat': 36.92957204001118, 'lng': 168.52902007420192}}",{'cc_number': '6771-8954-7419-1829'},"{'plan': 'Essential', 'status': 'Blocked', 'payment_method': 'Cheque', 'term': 'Payment in advance'}"
5265,affa4cad-5cab-4151-bd90-f47c1d0cb53e,vxcdBCpri4,Peter,Homenick,peter.homenick,peter.homenick@email.com,https://robohash.org/placeatsimiliqueest.png?size=300x300&set=set1,Agender,+43 (223) 790-5927 x34838,327701009,1970-12-01,"{'title': 'Future Government Producer', 'key_skill': 'Communication'}","{'city': 'Sangside', 'street_name': 'Lashay Plain', 'street_address': '61974 Allen Circle', 'zip_code': '35148', 'state': 'Oregon', 'country': 'United States', 'coordinates': {'lat': -1.0972861477877558, 'lng': 11.106199165984208}}",{'cc_number': '4875-2334-7525-8324'},"{'plan': 'Diamond', 'status': 'Pending', 'payment_method': 'Alipay', 'term': 'Payment in advance'}"
5241,60ddc1f8-ea8c-4134-ae82-b16fea25c93f,JI1YhDurx2,Mica,Kozey,mica.kozey,mica.kozey@email.com,https://robohash.org/quireprehenderitveritatis.png?size=300x300&set=set1,Agender,+225 411-523-1551,438128225,1962-11-17,"{'title': 'Lead Planner', 'key_skill': 'Organisation'}","{'city': 'Lake Royce', 'street_name': 'Jessika Ferry', 'street_address': '52119 Cormier Stravenue', 'zip_code': '16654', 'state': 'New Hampshire', 'country': 'United States', 'coordinates': {'lat': 0.5723107348384247, 'lng': 54.891224914361175}}",{'cc_number': '5588-2026-5667-6120'},"{'plan': 'Basic', 'status': 'Idle', 'payment_method': 'Paypal', 'term': 'Monthly'}"
8176,6c085d1c-b4fe-4908-af7d-b99141e27e68,RfpU4ak9Vs,Herta,Abernathy,herta.abernathy,herta.abernathy@email.com,https://robohash.org/expeditareprehenderitaccusamus.png?size=300x300&set=set1,Female,+53 1-515-429-0142 x8313,470017625,2006-02-06,"{'title': 'Dynamic Representative', 'key_skill': 'Confidence'}","{'city': 'South Porterland', 'street_name': 'Kovacek Springs', 'street_address': '833 Ullrich View', 'zip_code': '20891-2176', 'state': 'Alabama', 'country': 'United States', 'coordinates': {'lat': -34.55762219860175, 'lng': -111.89059365592175}}",{'cc_number': '4808136100759'},"{'plan': 'Professional', 'status': 'Pending', 'payment_method': 'Credit card', 'term': 'Monthly'}"
9721,65ba371e-b376-4b2f-96dd-648d4fdd4cca,W5QqpXf604,Sima,McDermott,sima.mcdermott,sima.mcdermott@email.com,https://robohash.org/necessitatibussitrerum.png?size=300x300&set=set1,Agender,+886 1-549-388-6045,184863280,2001-11-15,"{'title': 'Chief Accounting Director', 'key_skill': 'Confidence'}","{'city': 'New Rubentown', 'street_name': 'Rempel Locks', 'street_address': '9992 Goodwin Tunnel', 'zip_code': '99369-8879', 'state': 'Maryland', 'country': 'United States', 'coordinates': {'lat': 29.896754687688357, 'lng': -103.76329686464346}}",{'cc_number': '4400-4901-7380-7505'},"{'plan': 'Standard', 'status': 'Pending', 'payment_method': 'Money transfer', 'term': 'Payment in advance'}"
707,0d2a66ec-fffe-4a71-b6e2-d721b3394ea6,itMkCEHVlX,Brent,Muller,brent.muller,brent.muller@email.com,https://robohash.org/voluptasminimaid.png?size=300x300&set=set1,Genderfluid,+596 (175) 998-4038,623737103,1989-01-19,"{'title': 'Central Marketing Executive', 'key_skill': 'Leadership'}","{'city': 'Yundtview', 'street_name': 'Necole Trafficway', 'street_address': '68164 Donita Landing', 'zip_code': '20995-1140', 'state': 'Virginia', 'country': 'United States', 'coordinates': {'lat': 62.873680448496685, 'lng': -121.72005469275774}}",{'cc_number': '4515836493323'},"{'plan': 'Platinum', 'status': 'Pending', 'payment_method': 'Paypal', 'term': 'Full subscription'}"
6156,691fc30e-976f-4405-8506-3e1361282153,kStRF0cVmK,Keshia,Waters,keshia.waters,keshia.waters@email.com,https://robohash.org/eaenimpariatur.png?size=300x300&set=set1,Non-binary,+33 1-908-343-1389 x81906,263656597,1998-08-20,"{'title': 'Design Specialist', 'key_skill': 'Self-motivated'}","{'city': 'Suzannefort', 'street_name': 'Reichel Trail', 'street_address': '9367 Klein Falls', 'zip_code': '94233', 'state': 'Alabama', 'country': 'United States', 'coordinates': {'lat': -7.07598013516548, 'lng': -105.72746049312639}}",{'cc_number': '5428-8632-8989-3871'},"{'plan': 'Basic', 'status': 'Active', 'payment_method': 'WeChat Pay', 'term': 'Payment in advance'}"
6660,d5d3197a-888c-4b65-9a4d-1d65d8daaffd,uAZBX6YChV,Yvone,Hills,yvone.hills,yvone.hills@email.com,https://robohash.org/idprovidenteos.png?size=300x300&set=set1,Male,+7-7 488-501-3744 x76278,153364971,1983-06-16,"{'title': 'Human Administration Producer', 'key_skill': 'Self-motivated'}","{'city': 'Woodrowmouth', 'street_name': 'Marlin Rapid', 'street_address': '75857 Rima Green', 'zip_code': '46210-1277', 'state': 'Florida', 'country': 'United States', 'coordinates': {'lat': -63.9742782704854, 'lng': -121.55230635381739}}",{'cc_number': '4468946199788'},"{'plan': 'Standard', 'status': 'Blocked', 'payment_method': 'Money transfer', 'term': 'Full subscription'}"
661,c83ddc37-4956-4cbf-b212-f548084c3e3a,VEISOCxq3r,Edmundo,Haag,edmundo.haag,edmundo.haag@email.com,https://robohash.org/earumestvero.png?size=300x300&set=set1,Female,+233 573-651-3892,299142166,1996-09-25,"{'title': 'Banking Technician', 'key_skill': 'Leadership'}","{'city': 'West Marquishaven', 'street_name': 'Clifton Neck', 'street_address': '54226 Lucia Courts', 'zip_code': '83591-7035', 'state': 'North Carolina', 'country': 'United States', 'coordinates': {'lat': 27.03967798654712, 'lng': -140.24333781038743}}",{'cc_number': '6771-8970-1876-2925'},"{'plan': 'Diamond', 'status': 'Blocked', 'payment_method': 'Cheque', 'term': 'Full subscription'}"
9861,5093d965-9924-42c8-b8bc-4a6f81a10ed4,shDgL932jY,Henry,Franecki,henry.franecki,henry.franecki@email.com,https://robohash.org/estsequiipsum.png?size=300x300&set=set1,Non-binary,+218 421-127-1141 x6592,917045213,1993-06-01,"{'title': 'District Legal Assistant', 'key_skill': 'Proactive'}","{'city': 'Lake Elvina', 'street_name': 'Lara Ports', 'street_address': '761 Ondricka Union', 'zip_code': '67701-1222', 'state': 'Louisiana', 'country': 'United States', 'coordinates': {'lat': -41.68834814572891, 'lng': 34.902763118555015}}",{'cc_number': '4726837898812'},"{'plan': 'Bronze', 'status': 'Idle', 'payment_method': 'Cheque', 'term': 'Payment in advance'}"
1527,e08fefee-2886-419e-87cd-72fe59f50312,25veqAiCfn,Rebecka,Parisian,rebecka.parisian,rebecka.parisian@email.com,https://robohash.org/aspernaturiustoeaque.png?size=300x300&set=set1,Genderfluid,+7 (419) 559-6561 x5439,735248106,1980-11-30,"{'title': 'Legal Specialist', 'key_skill': 'Technical savvy'}","{'city': 'South Valentinburgh', 'street_name': 'Sang Crescent', 'street_address': '755 Lowe Lodge', 'zip_code': '74005', 'state': 'South Dakota', 'country': 'United States', 'coordinates': {'lat': -16.224235302467235, 'lng': -131.4108618499394}}",{'cc_number': '4472-3261-0319-3991'},"{'plan': 'Premium', 'status': 'Pending', 'payment_method': 'Alipay', 'term': 'Annual'}"
4796,2c843e1f-f416-4f42-811f-7ad2880ad2e3,AmCzsGw9K5,Yolande,Turcotte,yolande.turcotte,yolande.turcotte@email.com,https://robohash.org/ullamimpeditperferendis.png?size=300x300&set=set1,Female,+297 676-182-2425 x2438,392011490,1966-07-28,"{'title': 'Banking Assistant', 'key_skill': 'Problem solving'}","{'city': 'East Devorahshire', 'street_name': 'Ernser Lights', 'street_address': '4946 Yundt Coves', 'zip_code': '36986', 'state': 'Illinois', 'country': 'United States', 'coordinates': {'lat': 10.624814200762273, 'lng': 68.87278482303878}}",{'cc_number': '4149794979048'},"{'plan': 'Free Trial', 'status': 'Idle', 'payment_method': 'Alipay', 'term': 'Payment in advance'}"
4504,54d8cf0e-bb78-44c2-a593-ffd35a69fb86,fatk4xh9p1,Kristine,Kiehn,kristine.kiehn,kristine.kiehn@email.com,https://robohash.org/omniscommodiet.png?size=300x300&set=set1,Genderqueer,+509 1-996-599-4074,705988657,1971-08-20,"{'title': 'Principal Facilitator', 'key_skill': 'Organisation'}","{'city': 'Schillerborough', 'street_name': 'Predovic Cliff', 'street_address': '993 Loree Island', 'zip_code': '43495', 'state': 'Maine', 'country': 'United States', 'coordinates': {'lat': -82.3184742615175, 'lng': 76.57539898219358}}",{'cc_number': '6771-8952-7024-5092'},"{'plan': 'Starter', 'status': 'Idle', 'payment_method': 'Visa checkout', 'term': 'Monthly'}"
4427,d2afb845-e86b-4866-b1b2-857814d13200,V58lbz4K73,Eldridge,Treutel,eldridge.treutel,eldridge.treutel@email.com,https://robohash.org/oditreprehenderiteum.png?size=300x300&set=set1,Polygender,+691 (949) 584-4233 x7607,953071297,1961-08-03,"{'title': 'Customer Engineer', 'key_skill': 'Self-motivated'}","{'city': 'Elviraville', 'street_name': 'Gleason Stravenue', 'street_address': '88053 Welch Lock', 'zip_code': '45123', 'state': 'South Carolina', 'country': 'United States', 'coordinates': {'lat': -70.43407759445232, 'lng': 37.449763340115055}}",{'cc_number': '6771-8944-6468-3820'},"{'plan': 'Starter', 'status': 'Active', 'payment_method': 'Cash', 'term': 'Annual'}"
2649,28e32f69-06c5-4103-9b5a-d0e33b6c5ccb,vOwslRjE4c,Dean,Watsica,dean.watsica,dean.watsica@email.com,https://robohash.org/consequaturlaboriosamfacilis.png?size=300x300&set=set1,Genderfluid,+7-7 1-771-043-9721,228770525,1995-07-07,"{'title': 'Dynamic Healthcare Representative', 'key_skill': 'Self-motivated'}","{'city': 'Patrickbury', 'street_name': 'McKenzie Dale', 'street_address': '84517 Reilly Summit', 'zip_code': '11427', 'state': 'Missouri', 'country': 'United States', 'coordinates': {'lat': 77.79316426342865, 'lng': 94.86570598545057}}",{'cc_number': '4756-0626-9398-6687'},"{'plan': 'Student', 'status': 'Active', 'payment_method': 'Google Pay', 'term': 'Annual'}"
3938,79e0c6fa-bc15-45dc-9d36-c7f914ffb8e9,DdETOpXLiu,Rosamond,Hartmann,rosamond.hartmann,rosamond.hartmann@email.com,https://robohash.org/blanditiisillumest.png?size=300x300&set=set1,Genderqueer,+33 305.092.8452 x7682,262351786,1991-06-08,"{'title': 'Marketing Manager', 'key_skill': 'Teamwork'}","{'city': 'New Steffaniestad', 'street_name': 'King Fork', 'street_address': '8747 Inger Greens', 'zip_code': '32302', 'state': 'New York', 'country': 'United States', 'coordinates': {'lat': 40.07561809496249, 'lng': -53.55307846430952}}",{'cc_number': '6771-8961-2907-4980'},"{'plan': 'Student', 'status': 'Pending', 'payment_method': 'Alipay', 'term': 'Payment in advance'}"
3874,9903c0f9-fecb-43f4-9f63-5a3962093abd,SmOkHhan0v,Herb,Stehr,herb.stehr,herb.stehr@email.com,https://robohash.org/rerumconsequaturvoluptatem.png?size=300x300&set=set1,Genderqueer,+262 (929) 163-1037 x13977,916298854,1967-05-14,"{'title': 'Lead Administrator', 'key_skill': 'Leadership'}","{'city': 'Kuhicside', 'street_name': 'Farrell Flat', 'street_address': '20696 Sydney Haven', 'zip_code': '17620-9225', 'state': 'Delaware', 'country': 'United States', 'coordinates': {'lat': 1.5409793178727682, 'lng': -29.750608808205868}}",{'cc_number': '4244872259924'},"{'plan': 'Essential', 'status': 'Pending', 'payment_method': 'Bitcoins', 'term': 'Full subscription'}"
7879,135fd903-c6b2-4acb-8804-865f5c4c3f5d,EaNDP4MK8o,Elton,Wintheiser,elton.wintheiser,elton.wintheiser@email.com,https://robohash.org/etaccusamusnulla.png?size=300x300&set=set1,Male,+973 995.656.5330 x351,443983754,1965-02-04,"{'title': 'Administration Architect', 'key_skill': 'Confidence'}","{'city': 'Jesusfort', 'street_name': 'Streich Port', 'street_address': '225 Ashleigh Track', 'zip_code': '52829', 'state': 'Delaware', 'country': 'United States', 'coordinates': {'lat': -78.38349690003655, 'lng': -73.75952281759221}}",{'cc_number': '6771-8920-8638-4082'},"{'plan': 'Diamond', 'status': 'Idle', 'payment_method': 'Visa checkout', 'term': 'Full subscription'}"
1441,66244297-39c9-489c-95c6-99eec0d6ec77,aDOG1qjUf6,Jackie,Sporer,jackie.sporer,jackie.sporer@email.com,https://robohash.org/iustoaddolorem.png?size=300x300&set=set1,Female,+1-284 289.613.8832 x7649,472452556,2006-06-03,"{'title': 'Dynamic Hospitality Orchestrator', 'key_skill': 'Organisation'}","{'city': 'Willmstown', 'street_name': 'Willms Spring', 'street_address': '78260 Jacobs Mountain', 'zip_code': '68652-6688', 'state': 'Georgia', 'country': 'United States', 'coordinates': {'lat': 79.86987056722552, 'lng': -117.26354563839533}}",{'cc_number': '4201-1437-1905-2497'},"{'plan': 'Professional', 'status': 'Blocked', 'payment_method': 'Cash', 'term': 'Annual'}"
7554,8ed1a875-dfb0-42dc-9b30-a709e6b8f4e7,Nv2nT9O5pu,Jenifer,Leuschke,jenifer.leuschke,jenifer.leuschke@email.com,https://robohash.org/perspiciatisteneturodit.png?size=300x300&set=set1,Female,+90 (249) 400-3113,637464009,1988-12-11,"{'title': 'National Manager', 'key_skill': 'Teamwork'}","{'city': 'Port Ronaport', 'street_name': 'Domitila Harbors', 'street_address': '665 Amado Squares', 'zip_code': '18488-8942', 'state': 'Connecticut', 'country': 'United States', 'coordinates': {'lat': -88.77091850162105, 'lng': -8.352783521750439}}",{'cc_number': '4856-2129-9318-9446'},"{'plan': 'Essential', 'status': 'Pending', 'payment_method': 'Bitcoins', 'term': 'Full subscription'}"
7929,5abea43b-037a-40cc-abd6-3e2eb0d2e974,5v0DSCoEi8,Jere,Leannon,jere.leannon,jere.leannon@email.com,https://robohash.org/nemoprovidentvelit.png?size=300x300&set=set1,Male,+234 986.073.0460 x76410,969050061,1991-01-09,"{'title': 'Internal Government Designer', 'key_skill': 'Problem solving'}","{'city': 'Horacefurt', 'street_name': 'Lowe Wells', 'street_address': '687 Ankunding Glen', 'zip_code': '51857-9994', 'state': 'Ohio', 'country': 'United States', 'coordinates': {'lat': 40.64300489095439, 'lng': 112.13175326669904}}",{'cc_number': '6771-8974-6150-8171'},"{'plan': 'Student', 'status': 'Active', 'payment_method': 'Cheque', 'term': 'Full subscription'}"
422,404ca059-5ad2-43f1-9469-fe058048088e,A5EMPji6Ze,Angie,Haag,angie.haag,angie.haag@email.com,https://robohash.org/etautexplicabo.png?size=300x300&set=set1,Agender,+61-8 1-268-576-4687 x660,536056617,1990-02-21,"{'title': 'Manufacturing Orchestrator', 'key_skill': 'Leadership'}","{'city': 'Mosheside', 'street_name': 'Dayna Mill', 'street_address': '6856 Nathanial Drives', 'zip_code': '17050', 'state': 'Tennessee', 'country': 'United States', 'coordinates': {'lat': 27.697285901649423, 'lng': -152.7396736565529}}",{'cc_number': '4450-3185-8368-0734'},"{'plan': 'Starter', 'status': 'Active', 'payment_method': 'Alipay', 'term': 'Full subscription'}"
2256,dd44ae78-2da3-48fd-8b41-ecb52b87f1e9,oC1FU9j5NH,Ben,Anderson,ben.anderson,ben.anderson@email.com,https://robohash.org/recusandaequieaque.png?size=300x300&set=set1,Female,+386 686.408.4104 x3780,511950628,2000-05-01,"{'title': 'Sales Architect', 'key_skill': 'Technical savvy'}","{'city': 'South Fatimamouth', 'street_name': 'Brant Ville', 'street_address': '2761 Casper Squares', 'zip_code': '84057-4578', 'state': 'Virginia', 'country': 'United States', 'coordinates': {'lat': -83.31690894242391, 'lng': -71.41319286328456}}",{'cc_number': '6771-8966-2046-7071'},"{'plan': 'Premium', 'status': 'Active', 'payment_method': 'Cheque', 'term': 'Monthly'}"
